Survived,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0,1.0,0.275,0.125,0.0,0.7691176470588236,0.014151057562208049,0.3333333333333333,1.0
1,0.0,0.47500000000000003,0.125,0.0,0.8764705882352941,0.13913573538264068,0.5744680851063829,0.0
1,0.0,0.325,0.0,0.0,0.9838235294117647,0.015468569817999833,0.3333333333333333,1.0
1,0.0,0.4375,0.125,0.0,0.07205882352941176,0.10364429745562033,0.3900709219858156,1.0
0,1.0,0.4375,0.0,0.0,0.6941176470588235,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.40441176470588236,0.01650950209357577,0.3333333333333333,0.5
0,1.0,0.675,0.0,0.0,0.125,0.10122885832000206,0.9078014184397163,1.0
0,1.0,0.025,0.375,0.16666666666666666,0.5808823529411765,0.04113566043083236,0.3333333333333333,1.0
1,0.0,0.3375,0.0,0.3333333333333333,0.5058823529411764,0.021730754366528396,0.3333333333333333,1.0
1,0.0,0.17500000000000002,0.125,0.0,0.19411764705882353,0.058694292654020104,0.3333333333333333,0.0
1,0.0,0.05,0.125,0.16666666666666666,0.9058823529411765,0.03259622914329302,1.0,1.0
1,0.0,0.7250000000000001,0.0,0.0,0.055882352941176466,0.051822148727810165,0.3475177304964539,1.0
0,1.0,0.25,0.0,0.0,0.7867647058823529,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.48750000000000004,0.125,0.8333333333333333,0.48970588235294116,0.06104473451835265,0.3333333333333333,1.0
0,0.0,0.17500000000000002,0.0,0.0,0.6073529411764705,0.015330377421392339,0.3333333333333333,1.0
1,0.0,0.6875,0.0,0.0,0.225,0.03122992013728673,0.3333333333333333,1.0
0,1.0,0.025,0.5,0.16666666666666666,0.7058823529411764,0.05684821399990475,0.3333333333333333,0.5
1,1.0,0.35000000000000003,0.0,0.0,0.22205882352941175,0.025374310111545468,0.3333333333333333,1.0
0,0.0,0.3875,0.125,0.0,0.4426470588235294,0.03513366015444757,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.0,0.0,0.27058823529411763,0.014102260811993537,0.3333333333333333,0.0
0,1.0,0.4375,0.0,0.0,0.20441176470588235,0.050748620223090936,0.3333333333333333,1.0
1,1.0,0.42500000000000004,0.0,0.0,0.22352941176470587,0.025374310111545468,0.7801418439716312,1.0
1,0.0,0.1875,0.0,0.0,0.4088235294117647,0.015671954672893913,0.3333333333333333,0.5
1,1.0,0.35000000000000003,0.0,0.0,0.061764705882352944,0.06929138530460494,0.09219858156028368,1.0
0,0.0,0.1,0.375,0.16666666666666666,0.5808823529411765,0.04113566043083236,0.3333333333333333,1.0
1,0.0,0.47500000000000003,0.125,0.8333333333333333,0.4838235294117647,0.06126431989431795,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.26323529411764707,0.014102260811993537,0.3333333333333333,0.0
0,1.0,0.23750000000000002,0.375,0.3333333333333333,0.13970588235294118,0.5133418122566507,0.44680851063829785,1.0
1,0.0,0.35000000000000003,0.0,0.0,0.4161764705882353,0.01537917417160685,0.3333333333333333,0.5
0,1.0,0.35000000000000003,0.0,0.0,0.5323529411764706,0.015411575213749286,0.3333333333333333,1.0
0,1.0,0.5,0.0,0.0,0.8794117647058823,0.05410739813385612,0.3333333333333333,0.0
1,0.0,0.35000000000000003,0.125,0.0,0.8617647058823529,0.2859895551532101,0.2907801418439716,0.0
1,0.0,0.35000000000000003,0.0,0.0,0.4235294117647059,0.015126992566498259,0.3333333333333333,0.5
0,1.0,0.8250000000000001,0.0,0.0,0.8073529411764706,0.020494635090094415,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.125,0.0,0.8823529411764706,0.16038672010106003,0.3333333333333333,0.0
0,1.0,0.525,0.125,0.0,0.06323529411764706,0.10149724044618187,0.3333333333333333,1.0
1,1.0,0.35000000000000003,0.0,0.0,0.29705882352941176,0.014110458666029575,0.3333333333333333,0.0
0,1.0,0.2625,0.0,0.0,0.7558823529411764,0.015712553569072387,0.3333333333333333,1.0
0,0.0,0.225,0.25,0.0,0.4441176470588235,0.03513366015444757,0.3333333333333333,1.0
1,0.0,0.17500000000000002,0.125,0.0,0.27352941176470585,0.021942337075458514,0.3333333333333333,0.0
0,0.0,0.5,0.125,0.0,0.7455882352941177,0.018493968331299484,0.3333333333333333,1.0
0,0.0,0.3375,0.125,0.0,0.07794117647058824,0.04098927018018883,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.575,0.015411575213749286,0.3333333333333333,0.0
1,0.0,0.037500000000000006,0.125,0.3333333333333333,0.9323529411764706,0.08115719346076702,0.3333333333333333,0.0
1,0.0,0.23750000000000002,0.0,0.0,0.41470588235294115,0.01537917417160685,0.3333333333333333,0.5
0,1.0,0.35000000000000003,0.0,0.0,0.9073529411764706,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.125,0.0,0.6794117647058824,0.030253985132996517,0.3333333333333333,0.5
1,0.0,0.35000000000000003,0.0,0.0,0.11176470588235293,0.015126992566498259,0.3333333333333333,0.5
0,1.0,0.35000000000000003,0.25,0.0,0.27941176470588236,0.04231498029001666,0.3333333333333333,0.0
0,0.0,0.225,0.125,0.0,0.5544117647058824,0.034743286152731485,0.3333333333333333,1.0
0,1.0,0.08750000000000001,0.5,0.16666666666666666,0.36617647058823527,0.07746484096553544,0.3333333333333333,1.0
0,1.0,0.2625,0.0,0.0,0.7676470588235293,0.01522458606692728,0.3333333333333333,1.0
1,0.0,0.6125,0.125,0.0,0.8632352941176471,0.1497654242623688,0.7092198581560284,0.0
1,0.0,0.36250000000000004,0.125,0.0,0.3514705882352941,0.050748620223090936,0.3333333333333333,1.0
0,1.0,0.8125,0.0,0.16666666666666666,0.04264705882352941,0.1209753416358076,0.1631205673758865,0.0
1,1.0,0.35000000000000003,0.0,0.0,0.13823529411764707,0.06929138530460494,0.5035460992907801,1.0
1,0.0,0.2625,0.0,0.0,0.8161764705882353,0.020494635090094415,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.3161764705882353,0.014110458666029575,0.3333333333333333,0.0
1,0.0,0.0625,0.125,0.3333333333333333,0.825,0.05416439273810667,0.3333333333333333,1.0
0,1.0,0.1375,0.625,0.3333333333333333,0.8323529411764706,0.09154270340242172,0.3333333333333333,1.0
0,1.0,0.275,0.0,0.0,0.28970588235294115,0.014110458666029575,0.3333333333333333,0.0
1,0.0,0.47500000000000003,0.0,0.0,0.047058823529411764,0.15614960068643363,0.14893617021276595,1.0
0,1.0,0.5625,0.125,0.0,0.6720588235294117,0.16293234896625058,0.5673758865248226,1.0
0,1.0,0.05,0.375,0.3333333333333333,0.49558823529411766,0.05445717323939373,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.8838235294117647,0.05410739813385612,0.3333333333333333,0.0
1,1.0,0.35000000000000003,0.125,0.16666666666666666,0.27794117647058825,0.029757819776815374,0.3333333333333333,0.0
1,0.0,0.36250000000000004,0.0,0.0,0.8132352941176471,0.020494635090094415,0.9787234042553191,1.0
0,1.0,0.23750000000000002,0.0,0.0,0.9161764705882353,0.015923941091001644,0.3333333333333333,1.0
1,0.0,0.21250000000000002,0.5,0.3333333333333333,0.36470588235294116,0.015468569817999833,0.3333333333333333,1.0
0,1.0,0.325,0.25,0.0,0.39705882352941174,0.016908073949327893,0.3333333333333333,1.0
0,1.0,0.4,0.0,0.0,0.8191176470588235,0.020494635090094415,0.3333333333333333,1.0
0,0.0,0.2,0.625,0.3333333333333333,0.8323529411764706,0.09154270340242172,0.3333333333333333,1.0
0,1.0,0.2625,0.0,0.0,0.913235294117647,0.1434624456306609,0.3333333333333333,1.0
0,1.0,0.325,0.125,0.0,0.3,0.028212719478023115,0.3333333333333333,0.0
1,1.0,0.4,0.0,0.0,0.11764705882352941,0.11027245763075773,0.3333333333333333,1.0
0,1.0,0.3125,0.0,0.0,0.5102941176470588,0.014931805565640218,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.5220588235294118,0.015411575213749286,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.6955882352941176,0.015712553569072387,0.3333333333333333,1.0
1,1.0,0.0,0.0,0.3333333333333333,0.2323529411764706,0.056604230248832196,0.3333333333333333,1.0
1,0.0,0.375,0.0,0.0,0.6352941176470588,0.024349578357040744,0.3333333333333333,1.0
0,1.0,0.275,0.0,0.0,0.44705882352941173,0.017566830077223785,0.3333333333333333,1.0
1,1.0,0.36250000000000004,0.0,0.0,0.4573529411764706,0.018542765081513996,0.3333333333333333,1.0
1,0.0,0.35000000000000003,0.0,0.0,0.4117647058823529,0.015200187691820024,0.3333333333333333,0.5
0,1.0,0.35000000000000003,0.0,0.0,0.03676470588235294,0.09193307740413781,0.3333333333333333,1.0
1,0.0,0.21250000000000002,0.0,0.0,0.9367647058823529,0.020494635090094415,0.3333333333333333,1.0
1,0.0,0.41250000000000003,0.375,0.0,0.36323529411764705,0.030937139635999665,0.3333333333333333,1.0
0,1.0,0.2,0.125,0.5,0.9941176470588236,0.06709553154495196,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.9588235294117647,0.015712553569072387,0.3333333333333333,1.0
1,0.0,0.28750000000000003,0.375,0.3333333333333333,0.13970588235294118,0.5133418122566507,0.44680851063829785,1.0
0,1.0,0.30000000000000004,0.0,0.0,0.43676470588235294,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.36250000000000004,0.0,0.0,0.43823529411764706,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.25,0.0,0.0,0.5014705882352941,0.015330377421392339,0.3333333333333333,1.0
0,1.0,0.5750000000000001,0.125,0.0,0.9970588235294118,0.11940564777490723,0.8581560283687943,1.0
0,1.0,0.325,0.125,0.3333333333333333,0.8058823529411765,0.04015972542654215,0.3333333333333333,1.0
0,1.0,0.7375,0.0,0.0,0.6294117647058823,0.014151057562208049,0.3333333333333333,1.0
0,1.0,0.35000000000000003,0.0,0.0,0.6985294117647058,0.015712553569072387,0.3333333333333333,1.0
0,1.0,0.8875000000000001,0.0,0.0,0.8926470588235293,0.06764049365134761,0.0851063829787234,0.0
1,1.0,0.28750000000000003,0.0,0.16666666666666666,0.9,0.12366716556464086,0.6382978723404256,0.0
1,0.0,0.42500000000000004,0.0,0.16666666666666666,0.17205882352941176,0.044893010197349675,0.3333333333333333,1.0
0,1.0,0.42500000000000004,0.125,0.0,0.22058823529411764,0.050748620223090936,0.3333333333333333,1.0
